Entry	Reviewed	Entry Name	Protein names	Gene Names	Length	Gene Names (ordered locus)	Gene Names (primary)	Gene Names (ORF)	Proteomes
Q6CA14	unreviewed	Q6CA14_YARLI	YALI0D06710p	YALI0_D06710g	355			YALI0_D06710g	UP000001300: Chromosome D
Q6CA15	unreviewed	Q6CA15_YARLI	YALI0D06688p	YALI0_D06688g	414			YALI0_D06688g	UP000001300: Chromosome D
Q6CA17	unreviewed	Q6CA17_YARLI	YALI0D06655p	YALI0_D06655g	192			YALI0_D06655g	UP000001300: Chromosome D
Q6CA18	unreviewed	Q6CA18_YARLI	YALI0D06633p	YALI0_D06633g	339			YALI0_D06633g	UP000001300: Chromosome D
Q6CA19	unreviewed	Q6CA19_YARLI	YALI0D06611p	YALI0_D06611g	129			YALI0_D06611g	UP000001300: Chromosome D
Q6CA21	unreviewed	Q6CA21_YARLI	YALI0D06567p	YALI0_D06567g	333			YALI0_D06567g	UP000001300: Chromosome D
Q6CA25	unreviewed	Q6CA25_YARLI	YALI0D06479p	YALI0_D06479g	160			YALI0_D06479g	UP000001300: Chromosome D
Q6CA27	unreviewed	Q6CA27_YARLI	YALI0D06435p	YALI0_D06435g	822			YALI0_D06435g	UP000001300: Chromosome D
Q6CA29	unreviewed	Q6CA29_YARLI	YALI0D06391p	YALI0_D06391g	183			YALI0_D06391g	UP000001300: Chromosome D
Q6CA30	unreviewed	Q6CA30_YARLI	YALI0D06369p	YALI0_D06369g	314			YALI0_D06369g	UP000001300: Chromosome D
Q6CA31	unreviewed	Q6CA31_YARLI	YALI0D06347p	YALI0_D06347g	248			YALI0_D06347g	UP000001300: Chromosome D
Q6CA37	unreviewed	Q6CA37_YARLI	3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)	YALI0_D06215g	473			YALI0_D06215g	UP000001300: Chromosome D
Q6CA38	unreviewed	Q6CA38_YARLI	YALI0D06193p	YALI0_D06193g	647			YALI0_D06193g	UP000001300: Chromosome D
Q6CA39	unreviewed	Q6CA39_YARLI	YALI0D06171p	YALI0_D06171g	239			YALI0_D06171g	UP000001300: Chromosome D
Q6CA40	unreviewed	Q6CA40_YARLI	YALI0D06149p	YALI0_D06149g	311			YALI0_D06149g	UP000001300: Chromosome D
Q6CA41	unreviewed	Q6CA41_YARLI	YALI0D06083p	YALI0_D06083g	333			YALI0_D06083g	UP000001300: Chromosome D
Q6CA42	unreviewed	Q6CA42_YARLI	YALI0D06061p	YALI0_D06061g	440			YALI0_D06061g	UP000001300: Chromosome D
Q6CA46	unreviewed	Q6CA46_YARLI	YALI0A07238p (YALI0D05973p)	YALI0_A07238g YALI0_D05973g	1300			YALI0_A07238g YALI0_D05973g	UP000001300: Chromosome A; UP000001300: Chromosome D
Q6CA49	unreviewed	Q6CA49_YARLI	YALI0D05929p	YALI0_D05929g	248			YALI0_D05929g	UP000001300: Chromosome D
Q6CA50	unreviewed	Q6CA50_YARLI	Altered inheritance of mitochondria protein 6	YALI0_D05863g	311			YALI0_D05863g	UP000001300: Chromosome D
Q6CA51	unreviewed	Q6CA51_YARLI	YALI0D05841p	YALI0_D05841g	809			YALI0_D05841g	UP000001300: Chromosome D
Q6CA55	unreviewed	Q6CA55_YARLI	YALI0D05753p	YALI0_D05753g	144			YALI0_D05753g	UP000001300: Chromosome D
Q6CA56	unreviewed	Q6CA56_YARLI	YALI0D05731p	YALI0_D05731g	130			YALI0_D05731g	UP000001300: Chromosome D
Q6CA58	unreviewed	Q6CA58_YARLI	6-O-methylguanine-DNA methyltransferase (DNA repair MTase) (O-6-methylguanine-DNA-alkyltransferase)	YALI0_D05687g	121			YALI0_D05687g	UP000001300: Chromosome D
Q6CA59	unreviewed	Q6CA59_YARLI	YALI0D05665p	YALI0_D05665g	806			YALI0_D05665g	UP000001300: Chromosome D
Q6CA61	unreviewed	Q6CA61_YARLI	YALI0D05621p	YALI0_D05621g	592			YALI0_D05621g	UP000001300: Chromosome D
Q6CA62	unreviewed	Q6CA62_YARLI	YALI0D05599p	YALI0_D05599g	219			YALI0_D05599g	UP000001300: Chromosome D
Q6CA63	unreviewed	Q6CA63_YARLI	YALI0D05577p	YALI0_D05577g	585			YALI0_D05577g	UP000001300: Chromosome D
Q6CA64	unreviewed	Q6CA64_YARLI	YALI0D05547p	YALI0_D05547g	339			YALI0_D05547g	UP000001300: Chromosome D
Q6CA65	unreviewed	Q6CA65_YARLI	YALI0D05533p	YALI0_D05533g	377			YALI0_D05533g	UP000001300: Chromosome D
Q6CA69	unreviewed	Q6CA69_YARLI	YALI0D05401p	YALI0_D05401g	638			YALI0_D05401g	UP000001300: Chromosome D
Q6CA71	unreviewed	Q6CA71_YARLI	YALI0D05357p	YALI0_D05357g	1476			YALI0_D05357g	UP000001300: Chromosome D
Q6CA73	unreviewed	Q6CA73_YARLI	YALI0D05313p	YALI0_D05313g	288			YALI0_D05313g	UP000001300: Chromosome D
Q6CA75	unreviewed	Q6CA75_YARLI	YALI0D05269p	YALI0_D05269g	348			YALI0_D05269g	UP000001300: Chromosome D
Q6CA76	unreviewed	Q6CA76_YARLI	YALI0D05247p	YALI0_D05247g	241			YALI0_D05247g	UP000001300: Chromosome D
Q6CA77	unreviewed	Q6CA77_YARLI	YALI0D05203p	YALI0_D05203g	204			YALI0_D05203g	UP000001300: Chromosome D
Q6CA80	unreviewed	Q6CA80_YARLI	YALI0D05137p	YALI0_D05137g	125			YALI0_D05137g	UP000001300: Chromosome D
Q6CA83	unreviewed	Q6CA83_YARLI	YALI0D05049p	YALI0_D05049g	1718			YALI0_D05049g	UP000001300: Chromosome D
Q6CA88	unreviewed	Q6CA88_YARLI	YALI0D04939p	YALI0_D04939g	149			YALI0_D04939g	UP000001300: Chromosome D
Q6CA89	unreviewed	Q6CA89_YARLI	YALI0D04917p	YALI0_D04917g	430			YALI0_D04917g	UP000001300: Chromosome D
Q6CA90	unreviewed	Q6CA90_YARLI	YALI0D04895p	YALI0_D04895g	197			YALI0_D04895g	UP000001300: Chromosome D
Q6CA94	unreviewed	Q6CA94_YARLI	YALI0D04807p	YALI0_D04807g	429			YALI0_D04807g	UP000001300: Chromosome D
Q6CA95	unreviewed	Q6CA95_YARLI	YALI0D04785p	YALI0_D04785g	603			YALI0_D04785g	UP000001300: Chromosome D
Q6CA96	unreviewed	Q6CA96_YARLI	YALI0D04763p	YALI0_D04763g	189			YALI0_D04763g	UP000001300: Chromosome D
Q6CA98	unreviewed	Q6CA98_YARLI	YALI0D04719p	YALI0_D04719g	728			YALI0_D04719g	UP000001300: Chromosome D
Q6CA99	unreviewed	Q6CA99_YARLI	YALI0D04697p	YALI0_D04697g	527			YALI0_D04697g	UP000001300: Chromosome D
Q6CAA2	unreviewed	Q6CAA2_YARLI	YALI0D04576p	YALI0_D04576g	225			YALI0_D04576g	UP000001300: Chromosome D
Q6CAA3	unreviewed	Q6CAA3_YARLI	YALI0D04554p	YALI0_D04554g	464			YALI0_D04554g	UP000001300: Chromosome D
Q6CAA4	unreviewed	Q6CAA4_YARLI	YALI0D04510p	YALI0_D04510g	1137			YALI0_D04510g	UP000001300: Chromosome D
Q6CAA9	unreviewed	Q6CAA9_YARLI	YALI0D04400p	YALI0_D04400g	366			YALI0_D04400g	UP000001300: Chromosome D
Q6CAB1	unreviewed	Q6CAB1_YARLI	YALI0D04356p	YALI0_D04356g	414			YALI0_D04356g	UP000001300: Chromosome D
Q6CAB3	unreviewed	Q6CAB3_YARLI	L-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.2)	YALI0_D04312g	401			YALI0_D04312g	UP000001300: Chromosome D
Q6CAB4	unreviewed	Q6CAB4_YARLI	YALI0D04290p	YALI0_D04290g	365			YALI0_D04290g	UP000001300: Chromosome D
Q6CAB9	unreviewed	Q6CAB9_YARLI	YALI0D04180p	YALI0_D04180g	317			YALI0_D04180g	UP000001300: Chromosome D
Q6CAC1	unreviewed	Q6CAC1_YARLI	YALI0D04136p	YALI0_D04136g	387			YALI0_D04136g	UP000001300: Chromosome D
Q6CAC3	unreviewed	Q6CAC3_YARLI	YALI0D04092p	YALI0_D04092g	309			YALI0_D04092g	UP000001300: Chromosome D
Q6CAC4	unreviewed	Q6CAC4_YARLI	YALI0D04070p	YALI0_D04070g	159			YALI0_D04070g	UP000001300: Chromosome D
Q6CAC8	unreviewed	Q6CAC8_YARLI	YALI0D03982p	YALI0_D03982g	404			YALI0_D03982g	UP000001300: Chromosome D
Q6CAD0	unreviewed	Q6CAD0_YARLI	YALI0D03938p	YALI0_D03938g	571			YALI0_D03938g	UP000001300: Chromosome D
Q6CAD3	unreviewed	Q6CAD3_YARLI	YALI0D03784p	YALI0_D03784g	147			YALI0_D03784g	UP000001300: Chromosome D
Q6CAD4	unreviewed	Q6CAD4_YARLI	YALI0D03762p	YALI0_D03762g	284			YALI0_D03762g	UP000001300: Chromosome D
Q6CAD5	unreviewed	Q6CAD5_YARLI	YALI0D03740p	YALI0_D03740g	611			YALI0_D03740g	UP000001300: Chromosome D
Q6CAD7	unreviewed	Q6CAD7_YARLI	YALI0D03696p	YALI0_D03696g	484			YALI0_D03696g	UP000001300: Chromosome D
Q6CAD9	unreviewed	Q6CAD9_YARLI	YALI0D03663p	YALI0_D03663g	1130			YALI0_D03663g	UP000001300: Chromosome D
Q6CAE0	unreviewed	Q6CAE0_YARLI	YALI0D03641p	YALI0_D03641g	257			YALI0_D03641g	UP000001300: Chromosome D
Q6CAE2	unreviewed	Q6CAE2_YARLI	YALI0D03597p	YALI0_D03597g	209			YALI0_D03597g	UP000001300: Chromosome D
Q6CAF1	unreviewed	Q6CAF1_YARLI	YALI0D03355p	YALI0_D03355g	195			YALI0_D03355g	UP000001300: Chromosome D
Q6CAF3	unreviewed	Q6CAF3_YARLI	YALI0D03311p	YALI0_D03311g	748			YALI0_D03311g	UP000001300: Chromosome D
Q6CAF5	unreviewed	Q6CAF5_YARLI	YALI0D03245p	YALI0_D03245g	219			YALI0_D03245g	UP000001300: Chromosome D
Q6CAF9	unreviewed	Q6CAF9_YARLI	Conserved oligomeric Golgi complex subunit 4 (Component of oligomeric Golgi complex 4)	YALI0_D03113g	674			YALI0_D03113g	UP000001300: Chromosome D
Q6CAG0	unreviewed	Q6CAG0_YARLI	YALI0D03091p	YALI0_D03091g	225			YALI0_D03091g	UP000001300: Chromosome D
Q6CAG2	unreviewed	Q6CAG2_YARLI	YALI0D02995p	YALI0_D02995g	190			YALI0_D02995g	UP000001300: Chromosome D
Q6CAG3	unreviewed	Q6CAG3_YARLI	YALI0D02981p	YALI0_D02981g	450			YALI0_D02981g	UP000001300: Chromosome D
Q6CAG5	unreviewed	Q6CAG5_YARLI	YALI0D02937p	YALI0_D02937g	411			YALI0_D02937g	UP000001300: Chromosome D
Q6CAG6	unreviewed	Q6CAG6_YARLI	YALI0D02915p	YALI0_D02915g	430			YALI0_D02915g	UP000001300: Chromosome D
Q6CAG7	unreviewed	Q6CAG7_YARLI	YALI0D02893p	YALI0_D02893g	155			YALI0_D02893g	UP000001300: Chromosome D
Q6CAH2	unreviewed	Q6CAH2_YARLI	YALI0D02783p	YALI0_D02783g	858			YALI0_D02783g	UP000001300: Chromosome D
Q6CAH3	unreviewed	Q6CAH3_YARLI	YALI0D02761p	YALI0_D02761g	633			YALI0_D02761g	UP000001300: Chromosome D
Q6CAH4	unreviewed	Q6CAH4_YARLI	YALI0D02739p	YALI0_D02739g	434			YALI0_D02739g	UP000001300: Chromosome D
Q6CAH6	unreviewed	Q6CAH6_YARLI	YALI0D02695p	YALI0_D02695g	109			YALI0_D02695g	UP000001300: Chromosome D
Q6CAH7	unreviewed	Q6CAH7_YARLI	YALI0D02673p	YALI0_D02673g	754			YALI0_D02673g	UP000001300: Chromosome D
Q6CAH8	unreviewed	Q6CAH8_YARLI	Altered inheritance of mitochondria protein 32	YALI0_D02651g	299			YALI0_D02651g	UP000001300: Chromosome D
Q6CAI1	unreviewed	Q6CAI1_YARLI	YALI0D02585p	YALI0_D02585g	466			YALI0_D02585g	UP000001300: Chromosome D
Q6CAI3	unreviewed	Q6CAI3_YARLI	YALI0D02519p	YALI0_D02519g	245			YALI0_D02519g	UP000001300: Chromosome D
Q6CAI6	unreviewed	Q6CAI6_YARLI	YALI0D02453p	YALI0_D02453g	119			YALI0_D02453g	UP000001300: Chromosome D
Q6CAI7	unreviewed	Q6CAI7_YARLI	YALI0A10527p (YALI0D02431p)	YALI0_A10527g YALI0_D02431g	1300			YALI0_A10527g YALI0_D02431g	UP000001300: Chromosome A; UP000001300: Chromosome D
Q6CAI8	unreviewed	Q6CAI8_YARLI	YALI0D02387p	YALI0_D02387g	395			YALI0_D02387g	UP000001300: Chromosome D
Q6CAJ0	unreviewed	Q6CAJ0_YARLI	YALI0D02343p	YALI0_D02343g	619			YALI0_D02343g	UP000001300: Chromosome D
Q6CAJ2	unreviewed	Q6CAJ2_YARLI	YALI0D02299p	YALI0_D02299g	901			YALI0_D02299g	UP000001300: Chromosome D
Q6CAJ3	unreviewed	Q6CAJ3_YARLI	YALI0D02277p	YALI0_D02277g	347			YALI0_D02277g	UP000001300: Chromosome D
Q6CAJ4	unreviewed	Q6CAJ4_YARLI	YALI0D02255p	YALI0_D02255g	628			YALI0_D02255g	UP000001300: Chromosome D
Q6CAJ5	unreviewed	Q6CAJ5_YARLI	YALI0D02233p	YALI0_D02233g	795			YALI0_D02233g	UP000001300: Chromosome D
Q6CAJ6	unreviewed	Q6CAJ6_YARLI	YALI0D02189p	YALI0_D02189g	198			YALI0_D02189g	UP000001300: Chromosome D
Q6CAJ7	unreviewed	Q6CAJ7_YARLI	YALI0D02167p	YALI0_D02167g	346			YALI0_D02167g	UP000001300: Chromosome D
Q6CAJ9	unreviewed	Q6CAJ9_YARLI	YALI0D02123p	YALI0_D02123g	579			YALI0_D02123g	UP000001300: Chromosome D
Q6CAK2	unreviewed	Q6CAK2_YARLI	YALI0D02068p	YALI0_D02068g	260			YALI0_D02068g	UP000001300: Chromosome D
Q6CAK3	unreviewed	Q6CAK3_YARLI	YALI0D02046p	YALI0_D02046g	324			YALI0_D02046g	UP000001300: Chromosome D
Q6CAK5	unreviewed	Q6CAK5_YARLI	YALI0D02002p	YALI0_D02002g	340			YALI0_D02002g	UP000001300: Chromosome D
Q6CAK6	unreviewed	Q6CAK6_YARLI	YALI0D01980p	YALI0_D01980g	249			YALI0_D01980g	UP000001300: Chromosome D
Q6CAK7	unreviewed	Q6CAK7_YARLI	YALI0D01958p	YALI0_D01958g	214			YALI0_D01958g	UP000001300: Chromosome D
Q6CAK8	unreviewed	Q6CAK8_YARLI	YALI0D01936p	YALI0_D01936g	227			YALI0_D01936g	UP000001300: Chromosome D
Q6CAK9	unreviewed	Q6CAK9_YARLI	YALI0D01914p	YALI0_D01914g	574			YALI0_D01914g	UP000001300: Chromosome D
Q6CAL0	unreviewed	Q6CAL0_YARLI	YALI0D01892p	YALI0_D01892g	514			YALI0_D01892g	UP000001300: Chromosome D
Q6CAL1	unreviewed	Q6CAL1_YARLI	YALI0D01804p	YALI0_D01804g	312			YALI0_D01804g	UP000001300: Chromosome D
Q6CAL2	unreviewed	Q6CAL2_YARLI	YALI0D01782p	YALI0_D01782g	192			YALI0_D01782g	UP000001300: Chromosome D
Q6CAL3	unreviewed	Q6CAL3_YARLI	YALI0D01760p	YALI0_D01760g	315			YALI0_D01760g	UP000001300: Chromosome D
Q6CAL4	unreviewed	Q6CAL4_YARLI	YALI0D01738p	YALI0_D01738g	338			YALI0_D01738g	UP000001300: Chromosome D
Q6CAL5	unreviewed	Q6CAL5_YARLI	YALI0D01716p	YALI0_D01716g	245			YALI0_D01716g	UP000001300: Chromosome D
Q6CAM1	unreviewed	Q6CAM1_YARLI	YALI0D01551p	YALI0_D01551g	122			YALI0_D01551g	UP000001300: Chromosome D
Q6CAM2	unreviewed	Q6CAM2_YARLI	YALI0D01529p	YALI0_D01529g	557			YALI0_D01529g	UP000001300: Chromosome D
Q6CAM3	unreviewed	Q6CAM3_YARLI	YALI0D01507p	YALI0_D01507g	89			YALI0_D01507g	UP000001300: Chromosome D
Q6CAM5	unreviewed	Q6CAM5_YARLI	YALI0D01463p	YALI0_D01463g	586			YALI0_D01463g	UP000001300: Chromosome D
Q6CAM6	unreviewed	Q6CAM6_YARLI	YALI0D01441p	YALI0_D01441g	732			YALI0_D01441g	UP000001300: Chromosome D
Q6CAM7	unreviewed	Q6CAM7_YARLI	YALI0D01419p	YALI0_D01419g	686			YALI0_D01419g	UP000001300: Chromosome D
Q6CAM9	unreviewed	Q6CAM9_YARLI	YALI0D01375p	YALI0_D01375g	117			YALI0_D01375g	UP000001300: Chromosome D
Q6CAN3	unreviewed	Q6CAN3_YARLI	YALI0D01287p	YALI0_D01287g	258			YALI0_D01287g	UP000001300: Chromosome D
Q6CAN5	unreviewed	Q6CAN5_YARLI	YALI0D01243p	YALI0_D01243g	374			YALI0_D01243g	UP000001300: Chromosome D
Q6CAN6	unreviewed	Q6CAN6_YARLI	YALI0D01221p	YALI0_D01221g	626			YALI0_D01221g	UP000001300: Chromosome D
Q6CAP0	unreviewed	Q6CAP0_YARLI	YALI0D01133p	YALI0_D01133g	944			YALI0_D01133g	UP000001300: Chromosome D
Q6CAP5	unreviewed	Q6CAP5_YARLI	YALI0D01023p	YALI0_D01023g	97			YALI0_D01023g	UP000001300: Chromosome D
Q6CAP6	unreviewed	Q6CAP6_YARLI	YALI0D01001p	YALI0_D01001g	260			YALI0_D01001g	UP000001300: Chromosome D
Q6CAP7	unreviewed	Q6CAP7_YARLI	YALI0D00979p	YALI0_D00979g	724			YALI0_D00979g	UP000001300: Chromosome D
Q6CAP8	unreviewed	Q6CAP8_YARLI	YALI0D00957p	YALI0_D00957g	577			YALI0_D00957g	UP000001300: Chromosome D
Q6CAQ0	unreviewed	Q6CAQ0_YARLI	YALI0D00913p	YALI0_D00913g	216			YALI0_D00913g	UP000001300: Chromosome D
Q6CAQ2	unreviewed	Q6CAQ2_YARLI	amidase (EC 3.5.1.4)	YALI0_D00869g	477			YALI0_D00869g	UP000001300: Chromosome D
Q6CAQ3	unreviewed	Q6CAQ3_YARLI	YALI0D00847p	YALI0_D00847g	252			YALI0_D00847g	UP000001300: Chromosome D
Q6CAQ4	unreviewed	Q6CAQ4_YARLI	YALI0D00825p	YALI0_D00825g	518			YALI0_D00825g	UP000001300: Chromosome D
Q6CAQ5	unreviewed	Q6CAQ5_YARLI	YALI0D00803p	YALI0_D00803g	525			YALI0_D00803g	UP000001300: Chromosome D
Q6CAQ6	unreviewed	Q6CAQ6_YARLI	YALI0D00781p	YALI0_D00781g	264			YALI0_D00781g	UP000001300: Chromosome D
Q6CAR0	unreviewed	Q6CAR0_YARLI	YALI0D00693p	YALI0_D00693g	469			YALI0_D00693g	UP000001300: Chromosome D
Q6CAR1	unreviewed	Q6CAR1_YARLI	YALI0D00671p	YALI0_D00671g	262			YALI0_D00671g	UP000001300: Chromosome D
Q6CAR2	unreviewed	Q6CAR2_YARLI	YALI0D00649p	YALI0_D00649g	458			YALI0_D00649g	UP000001300: Chromosome D
Q6CAR7	unreviewed	Q6CAR7_YARLI	U1 small nuclear ribonucleoprotein component SNU71	YALI0_D00539g	545			YALI0_D00539g	UP000001300: Chromosome D
Q6CAR8	unreviewed	Q6CAR8_YARLI	YALI0D00495p	YALI0_D00495g	543			YALI0_D00495g	UP000001300: Chromosome D
Q6CAR9	unreviewed	Q6CAR9_YARLI	YALI0D00473p	YALI0_D00473g	335			YALI0_D00473g	UP000001300: Chromosome D
Q6CAS0	unreviewed	Q6CAS0_YARLI	YALI0D00451p	YALI0_D00451g	584			YALI0_D00451g	UP000001300: Chromosome D
Q6CAS2	unreviewed	Q6CAS2_YARLI	YALI0D00407p	YALI0_D00407g	542			YALI0_D00407g	UP000001300: Chromosome D
Q6CAS3	unreviewed	Q6CAS3_YARLI	YALI0D00385p	YALI0_D00385g	476			YALI0_D00385g	UP000001300: Chromosome D
Q6CAS4	unreviewed	Q6CAS4_YARLI	YALI0D00363p	YALI0_D00363g	539			YALI0_D00363g	UP000001300: Chromosome D
Q6CAS5	unreviewed	Q6CAS5_YARLI	YALI0D00341p	YALI0_D00341g	149			YALI0_D00341g	UP000001300: Chromosome D
Q6CAS6	unreviewed	Q6CAS6_YARLI	YALI0D00319p	YALI0_D00319g	605			YALI0_D00319g	UP000001300: Chromosome D
Q6CAS7	unreviewed	Q6CAS7_YARLI	YALI0D00297p	YALI0_D00297g	815			YALI0_D00297g	UP000001300: Chromosome D
Q6CAS9	unreviewed	Q6CAS9_YARLI	Transcriptional protein SWT1	YALI0_D00253g	567			YALI0_D00253g	UP000001300: Chromosome D
Q6CAT1	unreviewed	Q6CAT1_YARLI	YALI0D00220p	YALI0_D00220g	203			YALI0_D00220g	UP000001300: Chromosome D
Q6CAT2	unreviewed	Q6CAT2_YARLI	YALI0D00198p	YALI0_D00198g	1293			YALI0_D00198g	UP000001300: Chromosome D
Q6CAT4	unreviewed	Q6CAT4_YARLI	YALI0D00154p	YALI0_D00154g	93			YALI0_D00154g	UP000001300: Chromosome D
Q6CAT6	unreviewed	Q6CAT6_YARLI	YALI0D00110p	YALI0_D00110g	166			YALI0_D00110g	UP000001300: Chromosome D
Q6CAT7	unreviewed	Q6CAT7_YARLI	YALI0C24420p	YALI0_C24420g	401			YALI0_C24420g	UP000001300: Chromosome C
Q6CAT8	unreviewed	Q6CAT8_YARLI	YALI0C24398p	YALI0_C24398g	265			YALI0_C24398g	UP000001300: Chromosome C
Q6CAT9	unreviewed	Q6CAT9_YARLI	YALI0C24376p	YALI0_C24376g	305			YALI0_C24376g	UP000001300: Chromosome C
Q6CAU1	unreviewed	Q6CAU1_YARLI	YALI0C24332p	YALI0_C24332g	457			YALI0_C24332g	UP000001300: Chromosome C
Q6CAU2	unreviewed	Q6CAU2_YARLI	YALI0C24321p	YALI0_C24321g	318			YALI0_C24321g	UP000001300: Chromosome C
Q6CAU3	unreviewed	Q6CAU3_YARLI	YALI0C24299p	YALI0_C24299g	332			YALI0_C24299g	UP000001300: Chromosome C
Q6CAU6	unreviewed	Q6CAU6_YARLI	YALI0C24233p	YALI0_C24233g	479			YALI0_C24233g	UP000001300: Chromosome C
Q6CAU7	unreviewed	Q6CAU7_YARLI	YALI0C24211p	YALI0_C24211g	395			YALI0_C24211g	UP000001300: Chromosome C
Q6CAU8	unreviewed	Q6CAU8_YARLI	YALI0C24189p	YALI0_C24189g	683			YALI0_C24189g	UP000001300: Chromosome C
Q6CAV1	unreviewed	Q6CAV1_YARLI	YALI0C24123p	YALI0_C24123g	236			YALI0_C24123g	UP000001300: Chromosome C
Q6CAV3	unreviewed	Q6CAV3_YARLI	YALI0C24079p	YALI0_C24079g	1220			YALI0_C24079g	UP000001300: Chromosome C
Q6CAV5	unreviewed	Q6CAV5_YARLI	YALI0C24035p	YALI0_C24035g	103			YALI0_C24035g	UP000001300: Chromosome C
Q6CAV6	unreviewed	Q6CAV6_YARLI	YALI0C24013p	YALI0_C24013g	415			YALI0_C24013g	UP000001300: Chromosome C
Q6CAW0	unreviewed	Q6CAW0_YARLI	YALI0C23925p	YALI0_C23925g	287			YALI0_C23925g	UP000001300: Chromosome C
Q6CAW1	unreviewed	Q6CAW1_YARLI	YALI0C23903p	YALI0_C23903g	1291			YALI0_C23903g	UP000001300: Chromosome C
Q6CAW2	unreviewed	Q6CAW2_YARLI	YALI0C23881p	YALI0_C23881g	398			YALI0_C23881g	UP000001300: Chromosome C
Q6CAW4	unreviewed	Q6CAW4_YARLI	YALI0C23837p	YALI0_C23837g	252			YALI0_C23837g	UP000001300: Chromosome C
Q6CAW7	unreviewed	Q6CAW7_YARLI	YALI0C23771p	YALI0_C23771g	228			YALI0_C23771g	UP000001300: Chromosome C
Q6CAW9	unreviewed	Q6CAW9_YARLI	YALI0C23727p	YALI0_C23727g	407			YALI0_C23727g	UP000001300: Chromosome C
Q6CAX0	unreviewed	Q6CAX0_YARLI	YALI0C23705p	YALI0_C23705g	413			YALI0_C23705g	UP000001300: Chromosome C
Q6CAX6	unreviewed	Q6CAX6_YARLI	YALI0C23540p	YALI0_C23540g	137			YALI0_C23540g	UP000001300: Chromosome C
Q6CAX7	unreviewed	Q6CAX7_YARLI	YALI0C23518p	YALI0_C23518g	378			YALI0_C23518g	UP000001300: Chromosome C
Q6CAX8	unreviewed	Q6CAX8_YARLI	YALI0C23496p	YALI0_C23496g	150			YALI0_C23496g	UP000001300: Chromosome C
Q6CAX9	unreviewed	Q6CAX9_YARLI	YALI0C23474p	YALI0_C23474g	884			YALI0_C23474g	UP000001300: Chromosome C
Q6CAY0	unreviewed	Q6CAY0_YARLI	YALI0C23452p	YALI0_C23452g	830			YALI0_C23452g	UP000001300: Chromosome C
Q6CAY1	unreviewed	Q6CAY1_YARLI	YALI0C23430p	YALI0_C23430g	828			YALI0_C23430g	UP000001300: Chromosome C
Q6CAY5	unreviewed	Q6CAY5_YARLI	YALI0C23342p	YALI0_C23342g	401			YALI0_C23342g	UP000001300: Chromosome C
Q6CAY7	unreviewed	Q6CAY7_YARLI	YALI0C23298p	YALI0_C23298g	262			YALI0_C23298g	UP000001300: Chromosome C
Q6CAY8	unreviewed	Q6CAY8_YARLI	YALI0C23276p	YALI0_C23276g	586			YALI0_C23276g	UP000001300: Chromosome C
Q6CAY9	unreviewed	Q6CAY9_YARLI	YALI0C23254p	YALI0_C23254g	181			YALI0_C23254g	UP000001300: Chromosome C
Q6CAZ1	unreviewed	Q6CAZ1_YARLI	YALI0C23224p	YALI0_C23224g	348			YALI0_C23224g	UP000001300: Chromosome C
Q6CAZ6	unreviewed	Q6CAZ6_YARLI	YALI0C23122p	YALI0_C23122g	233			YALI0_C23122g	UP000001300: Chromosome C
Q6CAZ7	unreviewed	Q6CAZ7_YARLI	YALI0C23100p	YALI0_C23100g	258			YALI0_C23100g	UP000001300: Chromosome C
Q6CAZ9	unreviewed	Q6CAZ9_YARLI	YALI0C23056p	YALI0_C23056g	970			YALI0_C23056g	UP000001300: Chromosome C
Q6CB01	unreviewed	Q6CB01_YARLI	YALI0C22990p	YALI0_C22990g	843			YALI0_C22990g	UP000001300: Chromosome C
Q6CB02	unreviewed	Q6CB02_YARLI	YALI0C22968p	YALI0_C22968g	577			YALI0_C22968g	UP000001300: Chromosome C
Q6CB03	unreviewed	Q6CB03_YARLI	YALI0C22946p	YALI0_C22946g	1709			YALI0_C22946g	UP000001300: Chromosome C
Q6CB04	unreviewed	Q6CB04_YARLI	YALI0C22924p	YALI0_C22924g	780			YALI0_C22924g	UP000001300: Chromosome C
Q6CB06	unreviewed	Q6CB06_YARLI	YALI0C22880p	YALI0_C22880g	311			YALI0_C22880g	UP000001300: Chromosome C
Q6CB07	unreviewed	Q6CB07_YARLI	YALI0C22858p	YALI0_C22858g	424			YALI0_C22858g	UP000001300: Chromosome C
Q6CB08	unreviewed	Q6CB08_YARLI	YALI0C22836p	YALI0_C22836g	66			YALI0_C22836g	UP000001300: Chromosome C
Q6CB11	unreviewed	Q6CB11_YARLI	YALI0C22748p	YALI0_C22748g	395			YALI0_C22748g	UP000001300: Chromosome C
Q6CB12	unreviewed	Q6CB12_YARLI	YALI0C22726p	YALI0_C22726g	391			YALI0_C22726g	UP000001300: Chromosome C
Q6CB15	unreviewed	Q6CB15_YARLI	YALI0C22660p	YALI0_C22660g	569			YALI0_C22660g	UP000001300: Chromosome C
Q6CB16	unreviewed	Q6CB16_YARLI	YALI0C22638p	YALI0_C22638g	72			YALI0_C22638g	UP000001300: Chromosome C
Q6CB18	unreviewed	Q6CB18_YARLI	YALI0C22594p	YALI0_C22594g	572			YALI0_C22594g	UP000001300: Chromosome C
