YALI0 locus ID,YALI1 Proteins
YALI0F09625g,YALI1_F13202p
YALI0F09647g,YALI1_F13211p
YALI0F09669g,YALI1_F13220p
YALI0F09691g,YALI1_F13268p
YALI0F09746g,YALI1_F13339p
,YALI1_F13355p
YALI0F09768g,YALI1_F13366p
YALI0F09790g,YALI1_F13373p
YALI0F09812g,YALI1_F13384p
YALI0F09834g,YALI1_F13395p
YALI0F09856g,YALI1_F13446p
YALI0F09878g,YALI1_F13452p
YALI0F09889r,YALI1_F13466r
YALI0F09900r,YALI1_F13467r
YALI0F09944g,YALI1_F13476p
YALI0F09966g,YALI1_F13505p
YALI0F09988g,YALI1_F13526p
YALI0F10010g,YALI1_F13550p
YALI0F10032g,YALI1_F13579p
YALI0F10054g,YALI1_F13597p
YALI0F10076g,YALI1_F13602p
YALI0F10098g,YALI1_F13644p
YALI0F10131g,YALI1_F13691p
YALI0F10145r,YALI1_F13709r
YALI0F10153g,YALI1_F13719p
YALI0F10175g,YALI1_F13793p
YALI0F10197g,YALI1_F13875p
YALI0F10219g,YALI1_F13908p
YALI0F10241g,YALI1_F13953p
YALI0F10263r,YALI1_F13971r
YALI0F10285g,YALI1_F14009p
YALI0F10307g,YALI1_F14024p
YALI0F10329r,YALI1_F14041r
YALI0F10373g,YALI1_F14072p
,YALI1_F14090p
YALI0F10395r,YALI1_F14097r
YALI0F10439g,YALI1_F14107p
YALI0F10461g,YALI1_F14136p
,YALI1_F14150p
,YALI1_F14160p
YALI0F10483g,YALI1_F14168p
YALI0F10505g,YALI1_F14175p
YALI0F10527g,YALI1_F14201p
,YALI1_F14207p
YALI0F10541g,YALI1_F14213p
YALI0F10549g,YALI1_F14239p
YALI0F10571r,YALI1_F14259r
YALI0F10593r,YALI1_F14278r
YALI0F10615g,YALI1_F14290p
YALI0F10637g,YALI1_F14303p
YALI0F10659g,YALI1_F14342p
YALI0F10681g,YALI1_F14351t
YALI0F10703g,YALI1_F14368p
YALI0F10725g,YALI1_F14374p
YALI0F10747g,YALI1_F14403p
YALI0F10769g,YALI1_F14409p
YALI0F10824g,YALI1_F14443p
,YALI1_F14448p
YALI0F10857g,YALI1_F14495p
YALI0F10879r,YALI1_F14519r
YALI0F10901g,YALI1_F14542p
YALI0F10923g,YALI1_F14583p
YALI0F10945g,YALI1_F14625p
YALI0F10967r,YALI1_F14630r
YALI0F11011g,YALI1_F14650p
,YALI1_F14656p
YALI0F11033g,YALI1_F14688p
YALI0F11055g,YALI1_F14712p
YALI0F11077g,YALI1_F14729p
YALI0F11099g,YALI1_F14746p
YALI0F11121g,YALI1_F14766p
YALI0F11143g,YALI1_F14793p
YALI0F11165g,YALI1_F14805p
YALI0F11187g,YALI1_F14827p
YALI0F11209g,YALI1_F14850p
YALI0F11231g,YALI1_F14882p
YALI0F11253g,YALI1_F14900p
YALI0F11275g,YALI1_F14933p
,YALI1_F14946p
YALI0F11297g,YALI1_F14958p
YALI0F11319g,YALI1_F15017p
YALI0F11363g,YALI1_F15038p
,YALI1_F15047p
,YALI1_F15053p
YALI0F11385g,YALI1_F15070p
YALI0F11407g,YALI1_F15108p
,YALI1_F15118p
YALI0F11429g,YALI1_F15141p
YALI0F11451r,YALI1_F15159r
YALI0F11473g,YALI1_F15186p
,YALI1_F15199p
YALI0F11487g,YALI1_F15218p
YALI0F11517g,YALI1_F15265p
,YALI1_F15286p
YALI0F11539g,YALI1_F15291p
YALI0F11561g,YALI1_F15311p
YALI0F11583g,YALI1_F15334p
YALI0F11605g,YALI1_F15352p
YALI0F11616g,YALI1_F15357p
YALI0F11627g,YALI1_F15367p
,YALI1_F15377p
,YALI1_F15387p
YALI0F11649g,YALI1_F15403p
YALI0F11671g,YALI1_F15418p
YALI0F11693g,YALI1_F15449p
YALI0F11715g,YALI1_F15466p
YALI0F11737g,YALI1_F15477p
YALI0F11759g,YALI1_F15517p
YALI0F11781g,YALI1_F15533p
YALI0F11803g,YALI1_F15568p
YALI0F11825g,YALI1_F15641p
YALI0F11847g,YALI1_F15692p
,YALI1_F15695p
YALI0F11869g,YALI1_F15708p
YALI0F11891g,YALI1_F15745p
YALI0F11913g,YALI1_F15769p
YALI0F11935g,YALI1_F15781p
YALI0F11957g,YALI1_F15793p
YALI0F11979g,YALI1_F15817p
YALI0F11979g,YALI1_F15827p
,YALI1_F15829p
,YALI1_F15835p
,YALI1_F15843p
,YALI1_F15847p
YALI0F12001g,YALI1_F15859p
YALI0F12023g,YALI1_F15878p
YALI0F12045g,YALI1_F15886p
,YALI1_F15891p
YALI0F12067g,YALI1_F15905p
YALI0F12089g,YALI1_F15961p
YALI0F12111g,YALI1_F15990p
YALI0F12133g,YALI1_F16005p
YALI0F12155g,YALI1_F16035p
YALI0F12177g,YALI1_F16045p
,YALI1_F16058p
YALI0F12199g,YALI1_F16069p
YALI0F12221g,YALI1_F16117p
YALI0F12243g,YALI1_F16158p
,YALI1_F16165p
,YALI1_F16177p
,YALI1_F16180p
,YALI1_F16199p
,YALI1_F16218p
,YALI1_F16225p
,YALI1_F16232p
,YALI1_F16234p
,YALI1_F16249p
YALI0F12287g,YALI1_F16270p
,YALI1_F16293p
,YALI1_F16348p
YALI0F12309s,YALI1_F16350p
,YALI1_F16366p
,YALI1_F16369p
,YALI1_F16373p
,YALI1_F16376p
,YALI1_F16417p
,YALI1_F16426p
,YALI1_F16431p
,YALI1_F16451p
,YALI1_F16459p
YALI0F12331g,YALI1_F16478p
,YALI1_F16527p
,YALI1_F16551p
YALI0F12353g,YALI1_F16568p
YALI0F12375g,YALI1_F16600p
YALI0F12397g,YALI1_F16614p
YALI0F12419r,YALI1_F16639r
,YALI1_F16649p
YALI0F12463g,YALI1_F16656p
YALI0F12485r,YALI1_F16687r
YALI0F12507g,YALI1_F16702p
YALI0F12518r,YALI1_F16709r
,YALI1_F16715p
YALI0F12529g,YALI1_F16717p
,YALI1_F16735p
YALI0F12551g,YALI1_F16743p
YALI0F12573g,YALI1_F16796p
,YALI1_F16817p
,YALI1_F16839p
,YALI1_F16844p
,YALI1_F16851p
YALI0F12595g,YALI1_F16856p
YALI0F12617g,YALI1_F16915p
YALI0F12639g,YALI1_F16984p
YALI0F12661g,YALI1_F17004p
YALI0F12683g,YALI1_F17025p
YALI0F12705g,YALI1_F17034p
YALI0F12727g,YALI1_F17066p
YALI0F12749g,YALI1_F17082p
,YALI1_F17087p
,YALI1_F17094p
YALI0F12771g,YALI1_F17103p
YALI0F12793g,YALI1_F17138p
YALI0F12815g,YALI1_F17203p
,YALI1_F17215p
YALI0F12837g,YALI1_F17265p
,YALI1_F17289p
,YALI1_F17302p
YALI0F12925g,YALI1_F17337p
,YALI1_F17358p
YALI0F12947g,YALI1_F17369p
YALI0F12969g,YALI1_F17383p
YALI0F12991g,YALI1_F17431p
,YALI1_F17444p
YALI0F13013g,YALI1_F17472p
,YALI1_F17473p
YALI0F13035g,YALI1_F17491p
YALI0F13057g,YALI1_F17496p
YALI0F13068g,YALI1_F17520p
YALI0F13079g,YALI1_F17522p
YALI0F13101g,YALI1_F17547p
YALI0F13123g,YALI1_F17549p
,YALI1_F17565p
YALI0F13145g,YALI1_F17569p
,YALI1_F17581p
YALI0F13167g,YALI1_F17603p
YALI0F13189g,YALI1_F17637p
YALI0F13211g,YALI1_F17657p
YALI0F13233g,YALI1_F17706p
YALI0F13255g,YALI1_F17709p
YALI0F13277g,YALI1_F17756p
YALI0F13299g,YALI1_F17788p
,YALI1_F17797p
YALI0F13321g,YALI1_F17805p
YALI0F13343g,YALI1_F17836p
YALI0F13354g,YALI1_F17907p
YALI0F13365g,YALI1_F17912p
YALI0F13387g,YALI1_F17930p
YALI0F13409g,YALI1_F17949p
YALI0F13431g,YALI1_F17953p
YALI0F13453g,YALI1_F17962p
YALI0F13475g,YALI1_F17988p
YALI0F13497g,YALI1_F18023p
YALI0F13519g,YALI1_F18081p
YALI0F13541g,YALI1_F18105p
YALI0F13563r,YALI1_F18114r
YALI0F13585g,YALI1_F18122p
YALI0F13607g,YALI1_F18152p
YALI0F13629g,YALI1_F18202p
,YALI1_F18226p
YALI0F13651g,YALI1_F18239p
YALI0F13673g,YALI1_F18276p
YALI0F13695g,YALI1_F18357p
YALI0F13717g,YALI1_F18381p
YALI0F13739g,YALI1_F18429p
YALI0F13761g,YALI1_F18459p
YALI0F13783g,YALI1_F18524p
YALI0F13805g,YALI1_F18550p
YALI0F13827t,YALI1_F18593t
,YALI1_F18622p
,YALI1_F18641p
,YALI1_F18664p
YALI0F13849g,YALI1_F18696p
YALI0F13893r,YALI1_F18725r
YALI0F13937g,YALI1_F18740p
YALI0F13959g,YALI1_F18766p
YALI0F13970r,YALI1_F18798r
,YALI1_F18812p
YALI0F13981g,YALI1_F18835p
YALI0F14003g,YALI1_F18857p
YALI0F14025g,YALI1_F18897p
YALI0F14047g,YALI1_F18920p
YALI0F14069g,YALI1_F18943p
YALI0F14091g,YALI1_F18947p
YALI0F14113g,YALI1_F18979p
YALI0F14135g,YALI1_F19007p
YALI0F14157g,YALI1_F19015p
YALI0F14179g,YALI1_F19047p
YALI0F14201g,YALI1_F19058p
YALI0F14223g,YALI1_F19090p
YALI0F14245g,YALI1_F19106p
YALI0F14267g,YALI1_F19126p
YALI0F14289g,YALI1_F19140p
YALI0F14311g,YALI1_F19153p
YALI0F14333g,YALI1_F19169p
YALI0F14355g,YALI1_F19180p
YALI0F14377g,YALI1_F19192p
YALI0F14399g,YALI1_F19216p
YALI0F14421g,YALI1_F19218p
YALI0F14443g,YALI1_F19244p
YALI0F14465g,YALI1_F19249p
YALI0F14487g,YALI1_F19268p
YALI0F14509g,YALI1_F19345p
YALI0F14531g,YALI1_F19370p
YALI0F14553g,YALI1_F19381p
,YALI1_F19418p
YALI0F14575g,YALI1_F19478p
YALI0F14597g,YALI1_F19500p
YALI0F14619g,YALI1_F19556p
YALI0F14641g,YALI1_F19579p
YALI0F14663g,YALI1_F19586p
YALI0F14685g,YALI1_F19610p
,YALI1_F19619p
YALI0F14707g,YALI1_F19635p
YALI0F14729g,YALI1_F19697p
YALI0F14751g,YALI1_F19717p
YALI0F14773g,YALI1_F19720p
YALI0F14795g,YALI1_F19746p
YALI0F14817g,YALI1_F19764p
YALI0F14839g,YALI1_F19805p
YALI0F14861g,YALI1_F19811p
YALI0F14883g,YALI1_F19841p
YALI0F14905g,YALI1_F19853p
YALI0F14927g,YALI1_F19899p
YALI0F14949g,YALI1_F19938p
YALI0F14971g,YALI1_F20010p
YALI0F14993g,YALI1_F20047p
YALI0F15015g,YALI1_F20059p
YALI0F15037g,YALI1_F20086p
YALI0F15059g,YALI1_F20123p
,YALI1_F20145p
YALI0F15081g,YALI1_F20168p
YALI0F15103g,YALI1_F20177p
,YALI1_F20182p
YALI0F15125g,YALI1_F20233p
,YALI1_F20234p
,YALI1_F20323p
YALI0F15147g,YALI1_F20330p
YALI0F15169g,YALI1_F20378p
,YALI1_F20381p
YALI0F15191g,YALI1_F20426p
YALI0F15213g,YALI1_F20457p
YALI0F15235g,YALI1_F20462p
,YALI1_F20547p
YALI0F15257g,YALI1_F20589p
YALI0F15279g,YALI1_F20600p
YALI0F15301r,YALI1_F20603r
YALI0F15323g,YALI1_F20616p
,YALI1_F20631p
YALI0F15345g,YALI1_F20637p
YALI0F15367g,YALI1_F20669p
YALI0F15389g,YALI1_F20712p
YALI0F15411g,YALI1_F20742p
YALI0F15433g,YALI1_F20788p
YALI0F15455r,YALI1_F20806r
YALI0F15477g,YALI1_F20820p
,YALI1_F20831p
YALI0F15499r,YALI1_F20858r
YALI0F15543g,YALI1_F20885p
YALI0F15565r,YALI1_F20897r
YALI0F15587g,YALI1_F20914p
,YALI1_F20931p
YALI0F15609g,YALI1_F20943p
YALI0F15631g,YALI1_F20965p
YALI0F15653g,YALI1_F21002p
YALI0F15675g,YALI1_F21056p
YALI0F15686r,YALI1_F21145r
YALI0F15697g,YALI1_F21174p
YALI0F15719g,YALI1_F21192p
YALI0F15741g,YALI1_F21210p
,YALI1_F21213p
YALI0F15763g,YALI1_F21224p
YALI0F15785g,YALI1_F21261p
YALI0F15796r,YALI1_F21267r
YALI0F15807g,YALI1_F21279p
YALI0F15829g,YALI1_F21315p
YALI0F15851g,YALI1_F21322p
YALI0F15873g,YALI1_F21362p
YALI0F15895g,YALI1_F21381p
YALI0F15917g,YALI1_F21396p
YALI0F15939g,YALI1_F21426p
YALI0F15961g,YALI1_F21453p
YALI0F15983g,YALI1_F21467p
YALI0F16005g,YALI1_F21482p
YALI0F16027g,YALI1_F21504p
YALI0F16049g,YALI1_F21540p
YALI0F16071g,YALI1_F21547p
YALI0F16093g,YALI1_F21567p
YALI0F16115g,YALI1_F21583p
YALI0F16137g,YALI1_F21612p
YALI0F16159g,YALI1_F21647p
,YALI1_F21673p
,YALI1_F21676p
YALI0F16181g,YALI1_F21690p
YALI0F16203g,YALI1_F21698p
YALI0F16225g,YALI1_F21728p
YALI0F16247r,YALI1_F21749r
YALI0F16291g,YALI1_F21769p
YALI0F16313g,YALI1_F21778p
YALI0F16335g,YALI1_F21804p
YALI0F16357g,YALI1_F21813p
YALI0F16379g,YALI1_F21850p
YALI0F16401g,YALI1_F21875p
YALI0F16423g,YALI1_F21908p
YALI0F16452r,YALI1_F21945r
YALI0F16467g,YALI1_F21974p
YALI0F16489g,YALI1_F21989p
YALI0F16511g,YALI1_F22073p
YALI0F16533r,YALI1_F22096r
YALI0F16577g,YALI1_F22115p
YALI0F16599g,YALI1_F22171p
YALI0F16621g,YALI1_F22172p
YALI0F16643g,YALI1_F22219p
YALI0F16665g,YALI1_F22241p
YALI0F16687g,YALI1_F22299p
YALI0F16709g,YALI1_F22321p
YALI0F16720r,YALI1_F22359r
YALI0F16731g,YALI1_F22376p
YALI0F16753g,YALI1_F22402p
YALI0F16775r,YALI1_F22414r
YALI0F16819g,YALI1_F22436p
YALI0F16852g,YALI1_F22481p
,YALI1_F22504p
YALI0F16874g,YALI1_F22525p
YALI0F16885r,YALI1_F22548r
YALI0F16896g,YALI1_F22568p
,YALI1_F22578p
YALI0F16918g,YALI1_F22674p
,YALI1_F22701p
YALI0F16940g,YALI1_F22750p
YALI0F16962g,YALI1_F22784p
YALI0F16984g,YALI1_F22794p
YALI0F17006g,YALI1_F22836p
YALI0F17028g,YALI1_F22841p
YALI0F17050g,YALI1_F22858p
YALI0F17072g,YALI1_F22867p
YALI0F17094r,YALI1_F22880r
YALI0F17116g,YALI1_F22883p
YALI0F17138g,YALI1_F22908p
YALI0F17160g,YALI1_F22915p
YALI0F17182g,YALI1_F22935p
,YALI1_F22940p
YALI0F17204g,YALI1_F22957p
YALI0F17226g,YALI1_F22978p
YALI0F17248g,YALI1_F22993p
YALI0F17270g,YALI1_F23024p
YALI0F17292g,YALI1_F23047p
YALI0F17314g,YALI1_F23071p
YALI0F17336g,YALI1_F23095p
YALI0F17358g,YALI1_F23109p
YALI0F17380g,YALI1_F23133p
YALI0F17402g,YALI1_F23157p
YALI0F17424g,YALI1_F23191p
,YALI1_F23201p
YALI0F17446g,YALI1_F23214p
YALI0F17468g,YALI1_F23270p
,YALI1_F23315p
YALI0F17490g,YALI1_F23331p
YALI0F17512g,YALI1_F23351p
YALI0F17534g,YALI1_F23364p
YALI0F17556g,YALI1_F23368p
YALI0F17578g,YALI1_F23391p
YALI0F17600g,YALI1_F23399p
YALI0F17622g,YALI1_F23414p
YALI0F17644g,YALI1_F23441p
YALI0F17666g,YALI1_F23446p
YALI0F17688g,YALI1_F23474p
YALI0F17710g,YALI1_F23484p
YALI0F17732g,YALI1_F23529p
YALI0F17754g,YALI1_F23551p
,YALI1_F23560p
YALI0F17776g,YALI1_F23595p
YALI0F17798g,YALI1_F23616p
YALI0F17820g,YALI1_F23664p
YALI0F17842g,YALI1_F23706p
YALI0F17864g,YALI1_F23719p
YALI0F17886g,YALI1_F23784p
YALI0F17897g,YALI1_F23819p
YALI0F17908g,YALI1_F23833p
YALI0F17930r,YALI1_F23849r
YALI0F17974g,YALI1_F23867p
YALI0F17996g,YALI1_F23922p
,YALI1_F23925p
YALI0F18018g,YALI1_F23963p
YALI0F18040g,YALI1_F23988p
YALI0F18051r,YALI1_F23999r
YALI0F18062r,YALI1_F24000r
YALI0F18084g,YALI1_F24031p
YALI0F18106g,YALI1_F24079p
YALI0F18128g,YALI1_F24099p
,YALI1_F24115p
YALI0F18150g,YALI1_F24126p
YALI0F18172g,YALI1_F24130p
YALI0F18194g,YALI1_F24151p
YALI0F18216g,YALI1_F24171p
YALI0F18238g,YALI1_F24173p
,YALI1_F24197p
YALI0F18260g,YALI1_F24228p
YALI0F18282g,YALI1_F24247p
YALI0F18304g,YALI1_F24270p
YALI0F18326g,YALI1_F24301p
YALI0F18348g,YALI1_F24332p
YALI0F18359g,YALI1_F24343p
YALI0F18370g,YALI1_F24359p
YALI0F18392g,YALI1_F24401p
YALI0F18403g,YALI1_F24408p
YALI0F18414g,YALI1_F24413p
YALI0F18436g,YALI1_F24469p
,YALI1_F24478p
,YALI1_F24486p
,YALI1_F24489p
,YALI1_F24509p
,YALI1_F24511p
,YALI1_F24517p
,YALI1_F24525p
YALI0F18458g,YALI1_F24564p
,YALI1_F24578p
,YALI1_F24615p
YALI0F18480g,YALI1_F24635p
,YALI1_F24649p
YALI0F18502g,YALI1_F24667p
YALI0F18524g,YALI1_F24699p
YALI0F18546g,YALI1_F24708p
YALI0F18568g,YALI1_F24742p
YALI0F18590g,YALI1_F24773p
YALI0F18612g,YALI1_F24798p
YALI0F18634g,YALI1_F24826p
YALI0F18656g,YALI1_F24864p
YALI0F18678g,YALI1_F24881p
YALI0F18700g,YALI1_F24905p
YALI0F18722g,YALI1_F24929p
YALI0F18744g,YALI1_F24963p
YALI0F18766g,YALI1_F25001p
YALI0F18788g,YALI1_F25035p
YALI0F18810g,YALI1_F25066p
YALI0F18832g,YALI1_F25079p
YALI0F18854g,YALI1_F25110p
YALI0F18876g,YALI1_F25164p
YALI0F18898g,YALI1_F25182p
YALI0F18920g,YALI1_F25212p
YALI0F18942g,YALI1_F25254p
,YALI1_F25289p
YALI0F18964g,YALI1_F25309p
YALI0F18986r,YALI1_F25348r
YALI0F19030g,YALI1_F25382p
,YALI1_F25388p
,YALI1_F25413p
YALI0F19052g,YALI1_F25444p
YALI0F19074g,YALI1_F25485p
YALI0F19096g,YALI1_F25496p
YALI0F19118g,YALI1_F25535p
YALI0F19118g,YALI1_F25546p
YALI0F19140g,YALI1_F25556p
YALI0F19162g,YALI1_F25570p
YALI0F19184g,YALI1_F25587p
YALI0F19206g,YALI1_F25614p
YALI0F19228g,YALI1_F25649p
YALI0F19250g,YALI1_F25650p
,YALI1_F25663p
YALI0F19272g,YALI1_F25671p
YALI0F19294r,YALI1_F25691r
YALI0F19316g,YALI1_F25701p
YALI0F19316g,YALI1_F25708p
YALI0F19360g,YALI1_F25771p
,YALI1_F25783p
YALI0F19382g,YALI1_F25792p
YALI0F19404g,YALI1_F25852p
,YALI1_F25865p
YALI0F19426g,YALI1_F25885p
YALI0F19448g,YALI1_F25908p
YALI0F19470g,YALI1_F25924p
YALI0F19492g,YALI1_F25941p
YALI0F19514g,YALI1_F25951p
YALI0F19536g,YALI1_F25984p
,YALI1_F25987p
YALI0F19558g,YALI1_F25999p
YALI0F19580g,YALI1_F26012p
YALI0F19602g,YALI1_F26039p
YALI0F19624g,YALI1_F26058p
YALI0F19646g,YALI1_F26108p
YALI0F19668g,YALI1_F26127p
YALI0F19690g,YALI1_F26142p
YALI0F19712g,YALI1_F26167p
YALI0F19734g,YALI1_F26186p
YALI0F19756g,YALI1_F26216p
YALI0F19778g,YALI1_F26234p
YALI0F19800g,YALI1_F26313p
YALI0F19822g,YALI1_F26367p
YALI0F19844g,YALI1_F26399p
YALI0F19866g,YALI1_F26427p
,YALI1_F26474p
YALI0F19888g,YALI1_F26519p
YALI0F19910g,YALI1_F26574p
YALI0F19932r,YALI1_F26593r
YALI0F19954r,YALI1_F26594r
YALI0F19976g,YALI1_F26612p
YALI0F19998g,YALI1_F26620p
YALI0F20020g,YALI1_F26654p
YALI0F20042g,YALI1_F26692p
YALI0F20064r,YALI1_F26708r
YALI0F20086g,YALI1_F26711p
YALI0F20108g,YALI1_F26726p
YALI0F20130g,YALI1_F26737p
YALI0F20152g,YALI1_F26757p
,YALI1_F26780p
YALI0F20174g,YALI1_F26793p
YALI0F20196g,YALI1_F26860p
YALI0F20218g,YALI1_F26873p
YALI0F20240g,YALI1_F26915p
YALI0F20262g,YALI1_F26924p
YALI0F20284g,YALI1_F26957p
YALI0F20306g,YALI1_F26967p
YALI0F20328g,YALI1_F27002p
YALI0F20350g,YALI1_F27017p
YALI0F20372g,YALI1_F27041p
YALI0F20394g,YALI1_F27099p
YALI0F20416g,YALI1_F27101p
YALI0F20438g,YALI1_F27132p
YALI0F20460g,YALI1_F27141p
YALI0F20482g,YALI1_F27175p
YALI0F20504g,YALI1_F27211p
YALI0F20526g,YALI1_F27237p
YALI0F20548g,YALI1_F27304p
YALI0F20570g,YALI1_F27343p
YALI0F20592g,YALI1_F27356p
YALI0F20614g,YALI1_F27395p
YALI0F20636g,YALI1_F27465p
YALI0F20658g,YALI1_F27470p
YALI0F20680g,YALI1_F27529p
YALI0F20702g,YALI1_F27556p
YALI0F20724g,YALI1_F27574p
YALI0F20746g,YALI1_F27663p
YALI0F20768g,YALI1_F27667p
YALI0F20790g,YALI1_F27686p
YALI0F20812g,YALI1_F27692p
,YALI1_F27701p
YALI0F20834g,YALI1_F27716p
YALI0F20856g,YALI1_F27731p
YALI0F20878g,YALI1_F27758p
YALI0F20900g,YALI1_F27761p
YALI0F20922g,YALI1_F27791p
,YALI1_F27798p
YALI0F20944g,YALI1_F27812p
YALI0F20966g,YALI1_F27834p
YALI0F20988g,YALI1_F27871p
YALI0F21010g,YALI1_F27904p
YALI0F21032g,YALI1_F27929p
YALI0F21054g,YALI1_F27945p
YALI0F21087g,YALI1_F27968p
YALI0F21109g,YALI1_F27989p
YALI0F21131g,YALI1_F28015p
YALI0F21153g,YALI1_F28025p
YALI0F21175g,YALI1_F28031p
YALI0F21197g,YALI1_F28064p
YALI0F21219g,YALI1_F28092p
YALI0F21241g,YALI1_F28107p
YALI0F21263g,YALI1_F28112p
,YALI1_F28123p
YALI0F21285g,YALI1_F28132p
YALI0F21307g,YALI1_F28144p
YALI0F21329g,YALI1_F28146p
YALI0F21362g,YALI1_F28202p
YALI0F21373g,YALI1_F28212p
YALI0F21384g,YALI1_F28222p
YALI0F21406g,YALI1_F28274p
YALI0F21428g,YALI1_F28333p
YALI0F21450g,YALI1_F28393p
YALI0F21483g,YALI1_F28453p
YALI0F21494g,YALI1_F28459p
YALI0F21505g,YALI1_F28467p
YALI0F21527g,YALI1_F28485p
YALI0F21549g,YALI1_F28490p
YALI0F21571r,YALI1_F28505r
YALI0F21615g,YALI1_F28537p
YALI0F21637g,YALI1_F28550p
YALI0F21659g,YALI1_F28590p
,YALI1_F28611p
YALI0F21681g,YALI1_F28633p
YALI0F21703g,YALI1_F28686t
YALI0F03245g:2,YALI1_F28739t
YALI0F21725g,YALI1_F28744p
YALI0F21747g,YALI1_F28765p
YALI0F21769g,YALI1_F28807p
YALI0F21791g,YALI1_F28833p
YALI0F21813g,YALI1_F28868p
YALI0F21835g,YALI1_F28897p
YALI0F21857g,YALI1_F28915p
,YALI1_F28934p
YALI0F21879g,YALI1_F28943p
YALI0F21901g,YALI1_F28967p
YALI0F21923g,YALI1_F28995p
,YALI1_F28998p
YALI0F21945g,YALI1_F29038p
YALI0F21967g,YALI1_F29078p
YALI0F21989g,YALI1_F29127p
YALI0F22011g,YALI1_F29139p
YALI0F22033g,YALI1_F29168p
YALI0F22055g,YALI1_F29192p
YALI0F22077g,YALI1_F29196p
YALI0F22099g,YALI1_F29253p
YALI0F22121g,YALI1_F29301p
YALI0F22136g,YALI1_F29317p
YALI0F22165g,YALI1_F29356p
,YALI1_F29380p
YALI0F22187g,YALI1_F29395p
YALI0F22209g,YALI1_F29424p
YALI0F22231g,YALI1_F29483p
YALI0F22253r,YALI1_F29522r
YALI0F22297g,YALI1_F29540p
YALI0F22319g,YALI1_F29596p
YALI0F22341g,YALI1_F29604p
YALI0F22363g,YALI1_F29635p
YALI0F22367g,YALI1_F29640p
YALI0F22421g,YALI1_F29652p
YALI0F22429g,YALI1_F29670p
YALI0F22451g,YALI1_F29691p
YALI0F22473g,YALI1_F29704p
YALI0F22495g,YALI1_F29727p
YALI0F22517g,YALI1_F29751p
YALI0F22539g,YALI1_F29765p
YALI0F22561g,YALI1_F29798p
YALI0F22583g,YALI1_F29828p
YALI0F22605g,YALI1_F29836p
YALI0F22627g,YALI1_F29852p
YALI0F22649g,YALI1_F29867p
YALI0F22671g,YALI1_F29876p
YALI0F22693g,YALI1_F29905p
YALI0F22715g,YALI1_F29911p
YALI0F22737g,YALI1_F29937p
YALI0F22759g,YALI1_F29944p
YALI0F22781g,YALI1_F29987p
YALI0F22803g,YALI1_F30004p
YALI0F22825g,YALI1_F30034p
YALI0F22847g,YALI1_F30061p
,YALI1_F30086p
YALI0F22891r,YALI1_F30094r
YALI0F22935g,YALI1_F30106p
YALI0F22957g,YALI1_F30116p
YALI0F22979r,YALI1_F30144r
YALI0F23023g,YALI1_F30179p
YALI0F23045g,YALI1_F30254p
YALI0F23067g,YALI1_F30289p
,YALI1_F30296p
,YALI1_F30314p
YALI0F23089g,YALI1_F30317p
YALI0F23111g,YALI1_F30340p
YALI0F23133g,YALI1_F30367p
YALI0F23155r,YALI1_F30372r
YALI0F23177g,YALI1_F30395p
,YALI1_F30416p
YALI0F23199g,YALI1_F30431p
YALI0F23221g,YALI1_F30459p
YALI0F23243g,YALI1_F30479p
YALI0F23265g,YALI1_F30496p
YALI0F23287g,YALI1_F30520p
YALI0F23309g,YALI1_F30559p
YALI0F23331r,YALI1_F30571r
YALI0F23353g,YALI1_F30593p
YALI0F23375g,YALI1_F30641p
YALI0F23397g,YALI1_F30647p
YALI0F23441g,YALI1_F30703p
YALI0F23463g,YALI1_F30754p
YALI0F23485g,YALI1_F30789p
YALI0F23507g,YALI1_F30841p
YALI0F23529g,YALI1_F30852p
YALI0F23551g,YALI1_F30877p
YALI0F23573g,YALI1_F30903p
YALI0F23595g,YALI1_F31001p
YALI0F23617r,YALI1_F31034r
YALI0F23639g,YALI1_F31053p
YALI0F23661g,YALI1_F31070p
YALI0F23683g,YALI1_F31102p
YALI0F23705g,YALI1_F31126p
YALI0F23727g,YALI1_F31135p
YALI0F23749g,YALI1_F31153p
,YALI1_F31183p
YALI0F23771r,YALI1_F31186r
YALI0F23793g,YALI1_F31215p
YALI0F23815g,YALI1_F31255p
YALI0F23837g,YALI1_F31283p
YALI0F23859g,YALI1_F31292p
YALI0F23873r,YALI1_F31353r
YALI0F23881g,YALI1_F31359p
,YALI1_F31361r
YALI0F23903g,YALI1_F31381p
YALI0F23947g,YALI1_F31405p
YALI0F23969g,YALI1_F31416p
YALI0F23991g,YALI1_F31432p
YALI0F24013g,YALI1_F31439p
YALI0F24035g,YALI1_F31463p
YALI0F24057g,YALI1_F31482p
YALI0F24072g,YALI1_F31493p
YALI0F24101g,YALI1_F31512p
YALI0F24123g,YALI1_F31531p
YALI0F24145g,YALI1_F31568p
YALI0F24167g,YALI1_F31587p
YALI0F24189g,YALI1_F31639p
YALI0F24211r,YALI1_F31648r
YALI0F24255g,YALI1_F31672p
YALI0F24277g,YALI1_F31687p
YALI0F24299g,YALI1_F31689p
YALI0F24321g,YALI1_F31725p
YALI0F24343g,YALI1_F31733p
YALI0F24365g,YALI1_F31744p
YALI0F24387g,YALI1_F31760p
YALI0F24409g,YALI1_F31798p
YALI0F24431g,YALI1_F31822p
